TurbineID,WindSpeed,RotorSpeed,BladeAngle,GearboxTemp,GeneratorTemp,Vibration,PowerOutput,Humidity,AmbientTemperature,TimeSinceLastMaintenance,Failure,FaultType
T15,18.6,12.1,34,86,76,0.56,1067,79,27,84,0,None
T31,24.6,16.7,22,76,90,0.91,1193,61,15,153,0,None
T21,20.9,11.4,19,83,85,1.22,1314,64,23,206,0,None
T3,20.5,10.2,36,84,92,0.82,1545,68,26,275,0,None
T66,11.9,18.6,16,77,88,0.99,1228,68,22,51,0,None
T35,18.2,13.3,26,99,91,1.21,1126,76,22,76,0,None
T41,7.3,11.6,19,85,78,1.46,939,78,32,178,0,None
T59,24.8,11.7,41,86,78,0.83,1134,66,34,110,1,Blades
T16,14.6,18.9,40,88,79,1.24,1493,73,17,146,0,None
T56,17.8,16.5,17,97,82,1.25,1054,71,33,242,0,None
T45,22.5,19.6,32,86,93,1.04,932,64,23,138,0,None
T59,5,18,24,86,90,1.31,982,67,20,213,0,None
T50,24.5,17.7,21,77,82,1.04,1947,60,18,178,0,None
T85,12.2,15,24,88,93,1.12,939,66,30,232,0,None
T12,11.8,18.2,39,81,91,1.34,1420,62,29,33,1,Generator
T92,7.9,14.1,17,89,88,0.98,1657,78,17,169,0,None
T12,22.2,18.3,34,79,84,0.98,1145,78,34,32,0,None
T33,22.4,17.6,42,91,88,1.09,1961,74,16,164,1,Blades
T84,5.4,16.8,28,89,87,1.3,925,80,25,83,0,None
T49,6.1,13.3,42,84,91,0.63,1868,72,28,219,0,None
T21,23.4,16.3,42,73,80,1.27,1331,64,33,86,1,Blades
T60,7.5,15.1,33,89,93,0.79,1322,78,20,204,0,None
T52,17.4,14.6,29,96,87,0.57,1419,64,20,84,0,None
T54,17.4,19.9,37,75,91,1.29,1969,65,31,51,0,None
T39,22.4,15,42,73,82,0.65,1591,73,23,129,1,Blades
T49,16.5,10.3,35,71,83,0.71,1866,63,19,195,0,None
T64,13.7,16.3,21,71,94,1.21,931,72,15,159,0,None
T100,24.5,17.3,40,95,87,1.06,1887,66,30,268,0,None
T86,9.6,18.9,44,92,81,1.42,1135,73,15,290,1,Gearbox
T26,10.3,16.3,27,76,77,1.45,1246,76,28,177,0,None
T71,6.7,10.2,36,98,84,0.81,981,68,24,146,0,None
T7,24.5,11.2,31,74,92,0.82,1907,67,28,252,0,None
T72,19.1,11.6,18,81,80,0.71,1479,67,30,133,0,None
T62,5.2,12.1,25,84,92,1.02,999,67,28,151,0,None
T90,19.1,18,20,72,78,0.88,1337,76,24,184,0,None
T88,13.1,13.1,35,80,78,0.51,1319,69,33,188,0,None
T24,24.4,13.1,32,73,87,0.89,956,74,15,209,0,None
T40,10.5,17.6,16,94,91,0.56,1282,75,16,298,0,None
T76,19.2,14.1,17,71,91,1.3,1222,71,25,163,0,None
T47,17.5,10.6,23,71,86,1.43,1911,69,20,122,0,None
T8,5.2,15.9,37,92,88,0.8,1787,68,24,246,0,None
T54,22.7,11.3,19,93,80,1.15,1076,73,21,182,0,None
T9,7.8,15.7,21,85,86,0.59,1925,70,20,289,0,None
T3,18.3,17.8,42,80,79,0.86,1717,66,33,40,0,None
T54,20.5,19.3,31,77,94,1.08,1440,71,19,93,0,None
T21,17.6,10.7,34,74,89,0.6,1376,73,17,115,0,None
T95,6.9,13,29,85,86,0.88,1920,71,20,97,0,None
T48,24.5,16.5,24,85,80,1.46,1236,60,24,229,0,None
T47,9.7,13.2,22,84,83,0.67,1308,80,19,212,0,None
T88,17.6,14.5,33,93,91,1.12,1660,75,17,233,0,None
T68,20.9,10.2,29,73,80,1.33,1735,65,20,198,0,None
T84,23.8,16.9,27,90,78,1.27,1260,75,33,122,0,None
T63,17.1,18.8,36,82,81,1.27,1914,75,30,163,0,None
T16,10.2,19.8,27,77,91,0.56,1182,72,20,291,0,None
T74,21.7,18.3,16,90,93,1.47,1282,72,27,298,1,Generator
T90,8.3,10.3,40,76,83,1.23,1116,63,32,54,0,None
T93,5.4,16.5,25,77,91,1.45,1491,67,34,101,1,Generator
T5,23.2,15,43,100,82,1.48,1999,72,16,101,1,Gearbox
T11,16.5,19.4,41,97,85,0.86,1690,62,19,121,0,None
T29,6.4,19,22,91,75,1.04,1418,80,34,115,0,None
T79,16.6,19.9,44,79,89,1.23,1981,62,33,281,0,None
T70,7.9,18.6,41,86,89,1.35,954,68,21,111,0,None
T48,5.6,15.5,45,74,77,1.47,1214,78,19,129,0,None
T15,7.3,17.1,35,80,82,1.47,1822,60,31,242,0,None
T84,20.5,19.6,43,72,85,0.83,1477,74,17,90,1,Blades
T34,20.1,15.8,36,88,90,1.18,905,68,27,186,0,None
T60,17.1,18.4,41,96,91,0.65,1402,74,33,134,0,None
T62,9.2,19.4,33,94,89,1.31,924,73,19,205,1,Gearbox
T2,19.8,15.7,43,96,79,0.66,1531,72,18,43,0,None
T80,13.2,11.6,31,75,82,1.39,1596,77,28,266,0,None
T19,15.2,11.6,37,90,80,1.48,1122,60,27,70,0,None
T98,23,11.2,43,99,88,0.59,1985,63,16,120,1,Blades
T49,14.2,14.8,28,93,88,1.01,1817,76,22,228,0,None
T78,17.5,14.8,16,70,75,0.76,1410,73,34,197,0,None
T88,24.2,16.2,18,96,90,0.97,1241,79,20,151,0,None
T28,14,14.8,44,91,80,0.79,914,69,26,270,0,None
T48,16.2,19.7,41,74,91,0.57,1663,71,22,244,0,None
T96,16.7,12.9,30,79,92,0.89,1189,72,33,114,0,None
T37,9.8,18.7,44,74,91,0.7,1334,64,25,198,0,None
T74,19.7,11,21,92,83,1.05,1371,63,24,98,0,None
T49,19.5,16,18,70,82,1.18,1839,65,33,66,0,None
T48,9.3,16.5,33,84,84,0.91,1837,68,28,134,0,None
T73,5.3,17.7,26,100,86,0.7,1754,70,22,190,0,None
T88,25,15,25,96,80,0.69,1743,69,35,292,0,None
T100,16.6,12,37,88,94,0.5,1444,76,33,103,0,None
T29,8.6,13.7,20,91,85,1.2,1770,63,20,105,0,None
T60,10.7,12.7,38,88,76,0.75,1844,67,16,45,0,None
T29,17.4,14.2,26,94,95,1.47,1448,79,17,279,1,Gearbox
T58,7.8,15.3,45,97,85,1.25,1890,75,18,111,0,None
T48,5.7,16.3,39,93,94,0.8,1989,69,30,224,0,None
T23,21,18.5,34,75,83,0.66,1093,72,23,128,0,None
T27,19.3,19.1,22,81,79,1.12,1977,69,22,292,0,None
T95,11.2,14.6,44,94,90,1.36,1170,68,26,55,1,Gearbox
T7,6.2,10.9,16,95,84,1.08,1927,63,18,101,0,None
T49,14.7,18,22,89,93,0.51,1836,63,21,245,0,None
T54,10.5,14.8,16,91,84,1.29,1908,66,25,166,0,None
T68,13,15.5,44,75,82,1.46,1407,67,24,119,0,None
T78,10.5,16,41,81,94,0.55,1066,65,27,105,0,None
T42,8.5,16.7,44,86,92,1.31,1145,72,21,211,1,Generator
T74,12.7,18.9,36,100,79,1.22,1235,72,23,118,0,None
T59,24.3,19.5,16,94,85,0.9,1175,61,16,57,0,None
T44,10.3,19.4,43,76,77,1.13,1964,73,28,191,0,None
T98,11.7,18.1,28,81,77,0.66,1072,69,25,82,0,None
T26,11.6,18.9,26,77,92,1.22,1654,71,16,116,0,None
T23,14.6,10.5,24,75,94,1.08,1463,78,25,262,0,None
T73,21.9,18.5,24,74,90,0.59,938,64,20,237,0,None
T8,13,10.7,39,99,95,1.37,1133,68,18,218,1,Gearbox
T53,21.1,17.5,23,97,76,0.63,1927,70,15,215,0,None
T14,7.3,11.7,22,84,82,0.94,1799,72,35,220,0,None
T71,22.9,13.6,36,86,78,0.63,1545,74,34,86,0,None
T7,8.7,11.8,24,95,91,1.15,984,63,31,191,0,None
T9,5.8,14.4,15,89,93,1.24,1052,75,19,144,0,None
T3,8.2,14.1,43,92,84,1.45,1704,64,32,274,1,Gearbox
T78,8.8,10.5,24,94,92,0.75,1733,79,33,160,0,None
T17,15.2,18.3,38,84,92,0.87,1954,62,17,284,0,None
T44,14,18.5,29,99,78,0.89,1126,80,25,45,0,None
T86,19.3,17.9,19,89,83,0.6,1614,79,17,67,0,None
T46,6,18.5,35,89,79,1.31,1374,78,26,220,0,None
T90,15,17.5,22,74,88,0.58,1025,61,32,96,0,None
T58,11.6,19.4,24,100,83,0.84,1270,64,28,148,0,None
T28,17.6,15.8,16,72,88,0.69,1304,71,16,163,0,None
T14,5.9,15.8,15,100,93,1.16,1399,74,15,228,0,None
T9,5.7,18.6,30,97,83,1.41,1222,75,17,85,1,Gearbox
T26,13.5,13.5,17,96,94,1.25,1508,61,33,143,0,None
T2,21.2,10.5,21,90,83,1.27,1567,74,35,172,0,None
T75,18.4,17.5,43,88,79,0.58,1354,70,25,53,0,None
T81,5.3,12.5,17,100,86,1.24,1311,66,22,212,0,None
T34,8.6,14.7,24,99,83,0.56,1621,74,22,53,0,None
T19,9.5,12.4,37,94,78,0.98,960,65,23,48,0,None
T39,13.5,18.3,42,73,75,1.19,1853,73,23,116,0,None
T82,16.7,19.6,16,81,90,0.75,1972,72,30,185,0,None
T13,9.3,10.6,21,96,94,1.18,961,72,26,148,0,None
T5,12.7,12.3,27,91,84,1.38,1680,71,17,97,1,Gearbox
T50,16.7,11.9,26,74,76,1.38,1177,65,17,136,0,None
T23,12.7,16.7,24,80,90,0.69,1373,64,17,77,0,None
T88,7.9,14.3,22,71,92,0.77,1198,68,23,236,0,None
T29,14.8,14.6,23,97,81,1.17,1136,79,20,226,0,None
T72,11.5,11.6,19,92,79,1.34,1385,76,22,149,1,Gearbox
T26,22.3,14.1,20,83,82,0.96,1309,68,17,151,0,None
T79,20.5,13,33,93,93,1.42,1368,74,33,95,1,Gearbox
T57,8.8,16.1,24,98,83,1.07,1789,66,32,135,0,None
T1,8.1,12.2,27,78,88,0.76,1977,64,26,233,0,None
T28,12,16.1,27,79,76,0.52,1058,72,26,260,0,None
T62,13.2,13.8,18,84,81,1.31,1719,65,25,113,0,None
T47,23.6,13.5,40,91,80,0.59,1504,71,20,217,0,None
T78,11,13.1,44,100,76,0.58,1310,62,28,262,0,None
T98,22.4,16.7,23,75,77,1.28,1627,77,17,278,0,None
T59,15.1,15.6,24,80,83,0.53,1870,68,27,133,0,None
T31,22.7,18.5,36,81,86,1.34,1606,60,24,227,0,None
T70,19,12.4,17,92,81,1.1,1674,79,16,83,0,None
T49,19.2,10.4,42,97,83,1.14,1063,71,24,252,0,None
T5,15.4,11.8,19,76,90,1.44,1684,78,27,65,0,None
T31,21.8,13.4,37,91,80,1.37,1985,64,17,215,1,Gearbox
T37,10.1,11.8,24,97,76,0.58,1956,66,21,196,0,None
T79,23.1,10.8,25,74,80,1.35,1350,68,19,95,0,None
T15,17.7,14.5,19,89,93,1.17,1870,64,15,123,0,None
T52,13.8,16.8,34,76,75,0.82,1551,69,17,109,0,None
T69,24.6,17.5,39,83,78,1.35,1030,66,19,127,0,None
T92,22.2,14,44,74,76,0.52,1976,63,27,54,1,Blades
T97,20.4,14.8,25,91,83,1.34,1575,62,34,49,1,Gearbox
T11,10.5,17.6,34,82,88,1.12,1016,65,28,224,0,None
T43,24.5,13.5,27,87,93,0.76,1529,80,35,73,0,None
T70,19.9,17.8,32,86,91,0.51,1694,65,34,271,0,None
T23,17.1,19.7,20,91,80,1.02,1161,77,25,133,0,None
T40,23.4,18.8,32,97,88,0.92,1651,69,19,110,0,None
T63,8.2,14.5,40,78,88,1.36,1963,65,33,85,0,None
T2,7.8,15.8,41,88,77,1.29,1155,76,26,145,0,None
T79,16.3,17.2,30,87,84,1.09,1440,75,18,213,0,None
T87,6.1,13.5,22,79,81,0.65,1245,72,23,194,0,None
T86,18.3,18,40,85,78,1.23,1327,66,22,251,0,None
T73,9.8,14.4,45,71,76,1.09,1821,75,22,87,0,None
T47,7.4,18.5,26,83,76,0.52,1806,60,17,246,0,None
T30,13.2,12.5,43,78,92,1.26,909,66,24,139,0,None
T16,14.3,10.1,45,96,82,1.33,1034,77,26,101,1,Gearbox
T59,8.4,16.3,27,81,85,1.27,1284,65,33,47,0,None
T47,5.8,14.5,36,76,81,0.68,1233,73,16,103,0,None
T30,13.3,10.6,32,86,78,1,1003,70,31,195,0,None
T9,20.2,14.9,37,94,80,1.03,1656,69,28,266,0,None
T65,22.5,11.7,20,81,78,1.43,1607,74,34,111,0,None
T59,7,16.3,26,95,90,1.43,1173,61,32,264,1,Gearbox
T64,15.5,14.5,17,80,93,0.56,1298,70,24,141,0,None
T8,10.3,11.7,33,92,84,1.5,1437,69,31,127,1,Gearbox
T52,12.5,14.1,43,73,91,1.29,950,75,33,241,0,None
T18,23.7,12.3,32,72,84,0.88,1070,69,25,224,0,None
T91,12,16.5,17,92,84,1.24,1611,78,20,160,0,None
T82,12.3,13,43,81,85,0.88,1434,80,23,191,0,None
T96,9.2,18.2,19,82,91,1.44,1561,78,23,297,1,Generator
T58,24.2,10.1,41,87,94,0.88,1971,76,27,216,1,Blades
T49,14.1,14,36,100,90,1.27,1731,74,24,73,0,None
T32,16.4,16.2,34,75,93,0.66,1965,71,27,134,0,None
T48,14.1,10.2,33,79,88,1.35,1550,76,16,275,0,None
T45,10.1,12.2,19,89,92,1.12,902,72,23,153,0,None
T54,21.2,13.3,30,91,86,1.31,1003,79,28,102,1,Gearbox
T100,5.6,10.2,21,91,90,0.92,1667,78,17,107,0,None
T100,18.8,15.5,32,88,89,0.85,1236,72,19,195,0,None
T85,16.9,16.3,28,88,90,1.03,1355,68,30,119,0,None
T46,7.9,12.3,35,74,80,0.89,1643,64,28,205,0,None
T96,8.3,15.4,44,95,78,1.01,1267,65,22,248,0,None
T31,18.2,20,26,70,88,0.93,1861,64,35,63,0,None
T37,11.2,18.9,34,83,85,0.7,1326,78,21,189,0,None
T16,10.3,10.6,41,76,90,1.48,949,78,20,199,0,None
T46,6.2,11.3,18,73,78,0.52,1983,66,22,260,0,None
T46,20.3,14.9,39,80,94,1.43,1439,74,30,260,1,Generator
T78,22.7,12.5,22,90,89,1.33,1286,62,17,122,0,None
T88,21.4,10.8,31,85,75,0.92,1889,71,21,161,0,None
T89,14.3,12.5,45,96,87,0.82,1847,66,27,265,0,None
T61,15.7,10.6,45,88,81,0.66,942,79,32,189,0,None
T46,9.8,15.3,24,78,80,0.63,1789,63,24,142,0,None
T51,8.5,14.9,19,85,93,1.05,1439,63,23,151,0,None
T62,21.5,10.1,43,77,92,0.61,1641,75,22,30,1,Blades
T35,21,14.8,42,75,75,0.98,1061,66,16,259,1,Blades
T81,20.5,15.2,33,99,79,1.31,1634,65,34,133,1,Gearbox
T42,14.3,16.1,16,84,89,1.26,1153,64,16,143,0,None
T45,22.3,19.7,38,90,92,0.63,1029,65,26,36,0,None
T68,23.5,19.8,20,96,89,1.46,1048,80,31,259,1,Gearbox
T75,11.6,15.3,43,80,86,0.79,1230,69,32,258,0,None
T47,9.5,18.5,28,94,95,1.21,1991,65,19,181,0,None
T79,14.3,10.9,33,94,91,0.8,960,61,16,62,0,None
T30,8.6,15.3,23,95,84,1.12,1264,62,30,156,0,None
T24,22.7,16.8,29,76,87,1.07,1478,73,16,54,0,None
T66,11.8,15.6,38,99,76,0.68,1128,65,24,169,0,None
T43,16.5,12.3,30,78,94,1.15,1958,71,22,133,0,None
T34,16.9,10.6,40,93,82,0.83,1407,71,18,105,0,None
T23,15.3,13.9,36,75,88,1.11,1662,67,26,237,0,None
T61,8.1,16.5,17,98,88,1.04,1296,74,18,296,0,None
T95,24.8,19.9,33,83,76,1.34,1114,61,28,226,0,None
T37,8.5,12.4,33,90,80,0.71,1234,68,31,73,0,None
T13,20,19.2,26,96,88,0.65,1208,69,20,81,0,None
T97,20.8,10.7,25,78,93,1.35,1832,62,30,223,1,Generator
T71,7.9,19.3,17,82,91,0.94,916,60,28,79,0,None
T96,23.7,18.3,28,79,87,1.28,1883,71,20,41,0,None
T7,14.8,10.2,25,78,80,1.46,1332,66,19,233,0,None
T42,17.6,13,44,85,94,1.04,1579,79,32,82,0,None
T38,17.8,10.5,35,86,83,0.8,1786,74,19,206,0,None
T52,15.1,20,29,72,78,1.29,1407,62,17,192,0,None
T44,7.8,14.3,38,90,75,1.43,1002,73,21,132,0,None
T64,20,16.6,38,83,94,0.75,1496,78,33,264,0,None
T13,16.6,12.3,29,97,91,1.19,1034,79,27,295,0,None
T88,7.4,19.3,17,97,79,1.28,1807,66,29,92,0,None
T28,19,12.7,38,92,78,0.53,1613,69,19,247,0,None
T96,19.1,12.6,18,96,94,1.09,1551,73,25,223,0,None
T82,16,13.1,40,98,80,1.13,900,78,31,63,0,None
T98,6.8,14.6,25,87,84,1.14,1956,74,22,51,0,None
T98,12.1,10.2,34,99,87,0.58,1043,68,29,114,0,None
T1,6,16,37,99,76,0.52,1102,62,27,155,0,None
T43,14.6,10.3,16,73,82,0.79,1985,63,22,243,0,None
T42,23.1,15.4,27,86,94,0.86,998,71,23,153,0,None
T95,5,14.6,33,73,89,0.64,1716,65,30,242,0,None
T50,10.3,12.4,40,91,82,1.01,1004,69,30,285,0,None
T60,21,13.3,37,93,91,0.73,1706,68,33,128,0,None
T1,5.2,17.1,42,97,92,0.84,1878,71,26,131,0,None
T51,5.2,10.1,17,90,78,0.79,1285,67,24,298,0,None
T16,17.2,13.2,17,84,87,1.27,1244,69,31,240,0,None
T39,20.8,16.8,36,75,82,1.38,1926,72,23,103,0,None
T15,20.5,11.5,27,74,85,0.8,982,72,27,100,0,None
T33,20.6,15.6,29,85,84,0.88,1282,69,30,149,0,None
T87,12.2,11.7,33,95,85,1.32,1618,74,33,117,1,Gearbox
T53,22.7,11.5,45,93,85,1.26,1656,68,33,42,1,Blades
T98,5.3,17.7,17,96,76,1.21,1398,76,28,237,0,None
T17,11.2,12.7,18,94,79,1.21,1839,80,15,226,0,None
T89,11.7,13.8,40,76,86,0.8,1834,75,30,76,0,None
T6,8.3,17.3,16,76,94,1.44,1799,76,22,174,1,Generator
T31,11.7,11.8,29,84,90,1.31,1088,77,32,235,0,None
T69,16.7,15.3,38,76,80,0.71,1611,62,16,68,0,None
T40,15.4,19.2,21,76,82,1.16,1836,71,17,134,0,None
T30,11.4,15.5,21,78,82,0.65,1004,73,29,128,0,None
T69,20,10.5,24,71,90,1.08,1169,78,20,151,0,None
T76,19.3,15.9,20,87,94,0.79,1976,77,21,250,0,None
T7,10.6,10.9,35,82,82,0.61,1408,68,23,177,0,None
T13,11.5,12.8,21,77,75,1.1,1483,66,19,141,0,None
T4,10.8,18.5,22,74,94,1.38,1285,66,32,215,1,Generator
T50,7.6,10.1,32,84,90,0.64,1331,65,17,93,0,None
T3,20.1,10.8,44,88,92,1.4,1884,66,18,121,1,Generator
T12,5.9,13.6,42,99,79,0.63,1130,75,23,56,0,None
T65,8,20,41,78,88,1.24,1207,62,23,183,0,None
T27,7.1,12.9,31,71,80,1.49,1451,75,16,79,0,None
T50,21.5,11.6,24,92,75,0.59,1242,64,22,243,0,None
T77,5.9,15.5,36,77,78,0.71,1882,72,30,293,0,None
T17,18.3,15.2,27,85,93,0.96,1596,72,33,105,0,None
T72,5.9,14.5,38,94,79,1.24,1454,72,17,185,0,None
T32,20.7,19.5,15,71,87,1.4,1564,66,28,180,0,None
T84,23.3,12.8,31,74,94,1.23,922,63,34,207,0,None
T51,14.7,12.9,25,73,77,1.27,1716,76,21,178,0,None
T17,21.1,11.4,22,77,91,0.95,1269,65,33,134,0,None
T34,19.1,17,35,75,87,0.86,1569,62,18,87,0,None
T35,20.9,13.2,35,79,81,1.01,1815,63,32,238,0,None
T99,20.3,18,16,92,82,1.15,1280,62,24,171,0,None
T24,9.1,19.7,43,71,76,1,941,74,32,215,0,None
T54,15,10.4,26,72,80,1.29,901,75,19,203,0,None
T18,24.2,19.9,43,87,83,0.66,1846,67,16,129,1,Blades
T50,11.9,12.5,33,86,89,0.9,1501,75,27,135,0,None
T46,24.4,14.2,35,84,80,0.57,1615,77,20,140,0,None
T48,16.7,17.8,44,85,87,1.17,1556,70,31,196,0,None
T33,14.2,16.7,40,92,90,1.26,1086,77,31,81,0,None
T87,18.2,17.8,19,87,89,1.17,942,70,29,84,0,None
T89,21.3,14.7,15,84,87,1.46,1168,76,25,124,0,None
T27,12.9,19.2,24,72,87,1.43,1990,69,33,279,0,None
T1,5.7,17.9,30,99,89,0.77,1360,61,27,232,0,None
T85,19.2,13.1,37,77,82,0.74,1918,64,19,252,0,None
T59,24.1,19.5,35,96,84,0.53,1186,66,27,184,0,None
T10,17.5,19.6,24,81,94,1,1687,69,27,82,0,None
T95,8.8,14.2,31,91,88,1.36,929,69,28,43,1,Gearbox
T25,10,16.5,35,84,85,0.66,914,80,17,162,0,None
T84,23.2,18.1,30,81,87,1.09,1412,70,29,77,0,None
T57,5.3,18.2,36,88,77,1.22,1614,67,23,132,0,None
T66,16,10.1,30,86,87,0.87,1958,67,27,71,0,None
T15,8.2,16.3,31,77,92,1.2,933,78,33,66,0,None
T28,10.7,19.7,43,80,85,1.34,1987,68,22,139,0,None
T13,11.1,12.3,27,71,79,0.51,1419,76,26,98,0,None
T14,9.4,18,38,76,84,1.24,1743,65,30,145,0,None
T66,20.8,15.3,25,80,81,1.1,1611,69,17,292,0,None
T34,11.6,12.2,25,99,82,1.34,1173,71,22,96,1,Gearbox
T99,11.9,10.5,43,86,80,0.64,1266,71,18,117,0,None
T25,14.1,17.6,36,91,82,1.31,1550,72,32,203,1,Gearbox
T54,23,13.2,43,90,91,0.64,1006,75,30,185,1,Blades
T79,18.8,13.8,45,99,90,1.08,1752,70,21,74,0,None
T12,6.2,14.9,15,87,85,0.77,1780,64,16,125,0,None
T9,5.8,15.1,44,88,91,0.74,1803,72,23,164,0,None
T31,16.3,12.1,18,79,95,1,1833,66,15,75,0,None
T78,22.7,16.7,17,89,83,1.26,1658,66,21,166,0,None
T93,11.5,16.9,38,93,95,1.15,1718,63,19,44,0,None
T53,10,11.4,26,73,80,1.49,1548,78,20,294,0,None
T43,20,15.3,43,84,94,0.62,1149,61,29,191,0,None
T38,17,16.1,31,83,92,1.22,991,61,29,258,0,None
T42,16.3,11.9,27,73,79,0.56,1096,74,29,282,0,None
T72,8,18.9,17,80,82,0.86,1112,74,31,273,0,None
T48,8.5,14.8,29,86,89,0.84,1734,67,31,67,0,None
T67,10.6,11.2,23,89,79,0.76,1943,75,28,43,0,None
T66,9.1,13.3,17,79,87,1.03,1796,70,20,70,0,None
T16,24.4,14.8,35,84,86,0.74,1991,75,22,225,0,None
T83,5.4,10.1,44,92,81,0.87,948,71,23,275,0,None
T94,17.5,10.3,26,83,81,1.36,935,75,29,56,0,None
T16,15.4,10.6,24,98,85,0.82,1652,75,26,251,0,None
T31,11.5,15.4,18,71,81,1.49,928,66,30,42,0,None
T58,22.8,13.4,22,78,79,0.78,1880,68,18,64,0,None
T28,18.4,18.9,24,74,90,1.4,1419,70,20,73,0,None
T4,25,15.6,25,86,87,0.93,1917,64,16,260,0,None
T10,8.4,17.6,34,75,84,1.41,1175,79,27,189,0,None
T51,6.8,16.9,18,92,79,0.93,1607,78,34,135,0,None
T18,7.8,15.2,17,98,87,1.27,1669,76,26,74,0,None
T47,10.4,17.4,43,76,88,0.9,1216,64,19,226,0,None
T32,13.3,15.4,39,97,85,1.12,1304,69,27,149,0,None
T30,22.3,13.9,23,89,82,0.55,1507,79,29,256,0,None
T36,10.7,14.4,34,76,92,1.1,1322,72,27,182,0,None
T9,23.3,18.4,33,92,89,0.82,1441,68,22,145,0,None
T36,14.3,15.6,37,73,82,1.5,1402,62,32,249,0,None
T29,17.9,13.8,41,91,87,1.31,1633,62,25,139,1,Gearbox
T16,10.3,11.8,26,96,80,0.58,989,74,35,281,0,None
T92,8.1,15,35,99,75,0.7,1952,66,20,165,0,None
T21,22.4,12.5,39,72,92,1.12,1013,70,19,83,0,None
T64,7.2,19.6,36,72,91,0.8,1272,75,17,73,0,None
T66,20.5,14.9,43,98,88,0.71,910,64,23,155,1,Blades
T59,16.6,10.1,30,94,91,0.86,1798,62,20,277,0,None
T99,22.2,10.9,39,93,91,0.61,1024,68,32,205,0,None
T28,19.4,12.8,42,92,92,1.05,1206,63,25,216,0,None
T55,10.6,10.9,32,92,93,0.78,1397,70,16,65,0,None
T100,16.5,18.9,16,88,91,1.37,1828,71,22,129,1,Generator
T31,5.3,18.5,40,94,92,0.53,1744,62,29,52,0,None
T33,14.5,19.7,40,71,85,0.85,1065,76,25,86,0,None
T87,6.7,17.1,27,92,89,1.05,1391,60,22,252,0,None
T60,13.6,16.5,22,87,82,0.74,1266,67,18,157,0,None
T41,7.2,19.2,44,97,92,0.56,1943,61,28,206,0,None
T81,24.1,19.5,32,98,92,0.57,1841,74,19,124,0,None
T46,15.5,18.8,30,77,76,0.66,1065,78,32,162,0,None
T49,23.3,18.6,43,94,82,0.77,1373,67,35,182,1,Blades
T65,5.4,16.7,27,99,78,1.21,1389,67,26,152,0,None
T42,17.8,10,40,78,78,0.97,1957,74,17,106,0,None
T23,11.1,14.3,36,96,83,0.53,1775,77,29,197,0,None
T27,13.6,16.4,44,88,88,0.66,1790,78,18,138,0,None
T89,22.5,15.5,28,82,82,0.87,1305,72,33,168,0,None
T32,24.6,18.2,42,95,81,0.92,1665,72,27,97,1,Blades
T83,9.9,18.2,32,96,77,0.56,1252,72,31,61,0,None
T88,24,16,29,78,83,0.62,1807,70,27,85,0,None
T3,18.8,10.2,24,94,84,0.76,1956,71,26,141,0,None
T60,24,13.7,32,71,83,1.34,1571,62,26,259,0,None
T76,16.2,12.3,32,83,89,0.71,1482,80,30,299,0,None
T99,24.2,13.4,42,72,81,0.73,1860,61,33,269,1,Blades
T79,22.8,16.2,36,79,89,0.99,1896,70,19,141,0,None
T17,7.6,10.7,40,99,93,1.39,999,76,17,84,1,Gearbox
T32,11.2,10.2,38,92,87,1.03,1667,72,16,126,0,None
T7,9.9,14.4,23,93,83,0.58,1591,62,32,43,0,None
T83,16.4,17.9,21,74,79,0.69,1131,71,17,44,0,None
T71,21.1,10.3,23,87,94,1.36,1037,78,28,158,1,Generator
T69,20.2,18.5,19,82,90,1.38,1214,72,21,229,0,None
T58,19.5,13.8,27,92,80,1.3,1086,76,26,84,0,None
T40,12.5,11.2,35,75,78,1.04,1167,69,17,246,0,None
T85,7.8,15.7,31,78,76,0.94,1909,66,27,83,0,None
T48,9.2,19.5,35,97,79,0.77,1908,64,33,247,0,None
T51,19.8,15.4,26,75,90,1.05,1179,77,20,256,0,None
T57,8,16.9,21,89,88,1.18,1122,74,21,240,0,None
T71,9.5,18.2,21,79,94,1.1,1400,64,19,234,0,None
T37,13.5,18,33,72,81,0.73,1630,71,18,109,0,None
T87,6.4,10.7,20,77,91,1.4,1052,74,16,215,1,Generator
T75,9.3,17.4,27,96,77,0.89,1799,71,28,151,0,None
T74,8,19.5,21,97,86,1.38,981,79,22,189,1,Gearbox
T85,24,17,35,83,84,0.9,1025,64,24,207,0,None
T55,8.8,18.4,33,89,92,0.54,1600,74,21,269,0,None
T41,22.2,14.9,26,86,89,1.24,1125,72,30,181,0,None
T97,7.3,13.2,19,78,79,1.42,1152,78,29,105,0,None
T20,22.4,16.8,21,80,95,0.75,1864,77,28,123,0,None
T33,17,14.9,29,86,91,1.04,1301,73,30,190,0,None
T40,22,19,44,91,82,1.31,1913,69,27,174,1,Gearbox
T99,22.3,19.7,23,80,92,0.82,1020,63,17,217,0,None
T34,16.9,18.2,21,91,94,0.79,1925,76,23,92,0,None
T62,23.4,19.9,22,99,93,0.91,1906,76,21,208,0,None
T100,16.7,13.5,36,71,86,1.05,1494,67,22,142,0,None
T91,19.3,19,42,75,87,1.05,1734,65,19,294,0,None
T19,13.3,13.3,17,97,77,0.99,1381,79,18,205,0,None
T43,23.3,11.2,37,72,78,1.32,1742,69,24,120,0,None
